row_id,symbol,local_symbol,buy_sell,trade_time,tradeDate,server_date_time,user_price,order_type,alert_data,entry_id,lmt_id,stp_id,alert_status,strategy_name,pages
20574757,MNQ1!,MNQU6,SELL,2026-08-03T09:07:00-0500,2026-08-03,2026-08-03 14:07:00.392240,28591,MKT,"{'strategy_name': '', 'symbol': 'MNQ1!', 'date': '2026-08-03T09:07:00-0500', 'data': 'SELL', 'quantity': 1, 'risk_percentage': 0.0, 'price': '28591.00', 'stp_limit_stp_price': 0, 'tp': 0, 'percentage_tp': 0, 'dollar_tp': 20.0, 'sl': 0, 'percentage_sl': 0, 'dollar_sl': 20.0, 'trail': 0, 'trail_stop': 0, 'trail_trigger': 0, 'trail_freq': 0, 'update_tp': False, 'update_sl': False, 'breakeven': 0, 'breakeven_offset': 0, 'token': 'YOUR_PICKMYTRADE_TOKEN_HERE', 'pyramid': False, 'same_direction_ignore': True, 'reverse_order_close': True, 'order_type': 'MKT', 'account_id': 'YOUR_ACCOUNT_ID_11', 'comment': '', 'full_closed': True, 'main_token_type': 'DEMO', 'duplicate_position_allow': True, 'gtd_in_second': 0, 'reverse_action': False, 'created_first': '', 'tif': 'GTC'}",606549880005,606549880015,606549880017,Order Placed,,67
20574756,MNQ1!,MNQU6,SELL,2026-08-03T09:07:00-0500,2026-08-03,2026-08-03 14:07:00.368257,28591,MKT,"{'strategy_name': '', 'symbol': 'MNQ1!', 'date': '2026-08-03T09:07:00-0500', 'data': 'SELL', 'quantity': 1, 'risk_percentage': 0.0, 'price': '28591.00', 'stp_limit_stp_price': 0, 'tp': 0, 'percentage_tp': 0, 'dollar_tp': 20.0, 'sl': 0, 'percentage_sl': 0, 'dollar_sl': 20.0, 'trail': 0, 'trail_stop': 0, 'trail_trigger': 0, 'trail_freq': 0, 'update_tp': False, 'update_sl': False, 'breakeven': 0, 'breakeven_offset': 0, 'token': 'YOUR_PICKMYTRADE_TOKEN_HERE', 'pyramid': False, 'same_direction_ignore': True, 'reverse_order_close': True, 'order_type': 'MKT', 'account_id': 'YOUR_ACCOUNT_ID_10', 'comment': '', 'full_closed': True, 'main_token_type': 'DEMO', 'duplicate_position_allow': True, 'gtd_in_second': 0, 'reverse_action': False, 'created_first': '', 'tif': 'GTC'}",606540440005,606540440015,606540440017,Order Placed,,67
20574755,MNQ1!,MNQU6,SELL,2026-08-03T09:07:00-0500,2026-08-03,2026-08-03 14:07:00.436079,28591,MKT,"{'strategy_name': '', 'symbol': 'MNQ1!', 'date': '2026-08-03T09:07:00-0500', 'data': 'SELL', 'quantity': 1, 'risk_percentage': 0.0, 'price': '28591.00', 'stp_limit_stp_price': 0, 'tp': 0, 'percentage_tp': 0, 'dollar_tp': 20.0, 'sl': 0, 'percentage_sl': 0, 'dollar_sl': 20.0, 'trail': 0, 'trail_stop': 0, 'trail_trigger': 0, 'trail_freq': 0, 'update_tp': False, 'update_sl': False, 'breakeven': 0, 'breakeven_offset': 0, 'token': 'YOUR_PICKMYTRADE_TOKEN_HERE', 'pyramid': False, 'same_direction_ignore': True, 'reverse_order_close': True, 'order_type': 'MKT', 'account_id': 'YOUR_ACCOUNT_ID_7', 'comment': '', 'full_closed': True, 'main_token_type': 'DEMO', 'duplicate_position_allow': True, 'gtd_in_second': 0, 'reverse_action': False, 'created_first': '', 'tif': 'GTC'}",602656773363,602656773372,602656773374,Order Placed,,67
20574754,MNQ1!,MNQU6,SELL,2026-08-03T09:07:00-0500,2026-08-03,2026-08-03 14:07:00.458028,28591,MKT,"{'strategy_name': '', 'symbol': 'MNQ1!', 'date': '2026-08-03T09:07:00-0500', 'data': 'SELL', 'quantity': 1, 'risk_percentage': 0.0, 'price': '28591.00', 'stp_limit_stp_price': 0, 'tp': 0, 'percentage_tp': 0, 'dollar_tp': 20.0, 'sl': 0, 'percentage_sl': 0, 'dollar_sl': 20.0, 'trail': 0, 'trail_stop': 0, 'trail_trigger': 0, 'trail_freq': 0, 'update_tp': False, 'update_sl': False, 'breakeven': 0, 'breakeven_offset': 0, 'token': 'YOUR_PICKMYTRADE_TOKEN_HERE', 'pyramid': False, 'same_direction_ignore': True, 'reverse_order_close': True, 'order_type': 'MKT', 'account_id': 'YOUR_ACCOUNT_ID_9', 'comment': '', 'full_closed': True, 'main_token_type': 'DEMO', 'duplicate_position_allow': True, 'gtd_in_second': 0, 'reverse_action': False, 'created_first': '', 'tif': 'GTC'}",602656732928,602656732937,602656732939,Order Placed,,67
20574753,MNQ1!,MNQU6,SELL,2026-08-03T09:07:00-0500,2026-08-03,2026-08-03 14:07:00.414964,28591,MKT,"{'strategy_name': '', 'symbol': 'MNQ1!', 'date': '2026-08-03T09:07:00-0500', 'data': 'SELL', 'quantity': 1, 'risk_percentage': 0.0, 'price': '28591.00', 'stp_limit_stp_price': 0, 'tp': 0, 'percentage_tp': 0, 'dollar_tp': 20.0, 'sl': 0, 'percentage_sl': 0, 'dollar_sl': 20.0, 'trail': 0, 'trail_stop': 0, 'trail_trigger': 0, 'trail_freq': 0, 'update_tp': False, 'update_sl': False, 'breakeven': 0, 'breakeven_offset': 0, 'token': 'YOUR_PICKMYTRADE_TOKEN_HERE', 'pyramid': False, 'same_direction_ignore': True, 'reverse_order_close': True, 'order_type': 'MKT', 'account_id': 'YOUR_ACCOUNT_ID_8', 'comment': '', 'full_closed': True, 'main_token_type': 'DEMO', 'duplicate_position_allow': True, 'gtd_in_second': 0, 'reverse_action': False, 'created_first': '', 'tif': 'GTC'}",602656702831,602656702840,602656702842,Order Placed,,67
20565524,MNQ1!,MNQU6,BUY,2026-08-03T08:21:15-0500,2026-08-03,2026-08-03 13:21:15.917829,28472.35,MKT,"{'strategy_name': '', 'symbol': 'MNQ1!', 'date': '2026-08-03T08:21:15-0500', 'data': 'BUY', 'quantity': 13, 'risk_percentage': 0.0, 'price': '28472.35', 'stp_limit_stp_price': 0, 'tp': 28484.95, 'percentage_tp': 0, 'dollar_tp': 0, 'sl': 28459.75, 'percentage_sl': 0, 'dollar_sl': 0, 'trail': 0, 'trail_stop': 0, 'trail_trigger': 0, 'trail_freq': 0, 'update_tp': False, 'update_sl': False, 'breakeven': 0, 'breakeven_offset': 0, 'token': 'YOUR_PICKMYTRADE_TOKEN_HERE', 'pyramid': False, 'same_direction_ignore': True, 'reverse_order_close': True, 'order_type': 'MKT', 'account_id': 'YOUR_ACCOUNT_ID_8', 'comment': '', 'full_closed': True, 'main_token_type': 'DEMO', 'duplicate_position_allow': True, 'gtd_in_second': 0, 'reverse_action': False, 'created_first': '', 'tif': 'GTC'}",602656702745,602656702746,602656702747,Order Placed,,67
20565523,MNQ1!,MNQU6,BUY,2026-08-03T08:21:15-0500,2026-08-03,2026-08-03 13:21:15.862840,28472.35,MKT,"{'strategy_name': '', 'symbol': 'MNQ1!', 'date': '2026-08-03T08:21:15-0500', 'data': 'BUY', 'quantity': 13, 'risk_percentage': 0.0, 'price': '28472.35', 'stp_limit_stp_price': 0, 'tp': 28484.95, 'percentage_tp': 0, 'dollar_tp': 0, 'sl': 28459.75, 'percentage_sl': 0, 'dollar_sl': 0, 'trail': 0, 'trail_stop': 0, 'trail_trigger': 0, 'trail_freq': 0, 'update_tp': False, 'update_sl': False, 'breakeven': 0, 'breakeven_offset': 0, 'token': 'YOUR_PICKMYTRADE_TOKEN_HERE', 'pyramid': False, 'same_direction_ignore': True, 'reverse_order_close': True, 'order_type': 'MKT', 'account_id': 'YOUR_ACCOUNT_ID_4', 'comment': '', 'full_closed': True, 'main_token_type': 'DEMO', 'duplicate_position_allow': True, 'gtd_in_second': 0, 'reverse_action': False, 'created_first': '', 'tif': 'GTC'}",597725413334,597725413335,597725413336,Order Placed,,67
20565522,MNQ1!,MNQU6,BUY,2026-08-03T08:21:15-0500,2026-08-03,2026-08-03 13:21:15.944388,28472.35,MKT,"{'strategy_name': '', 'symbol': 'MNQ1!', 'date': '2026-08-03T08:21:15-0500', 'data': 'BUY', 'quantity': 13, 'risk_percentage': 0.0, 'price': '28472.35', 'stp_limit_stp_price': 0, 'tp': 28484.95, 'percentage_tp': 0, 'dollar_tp': 0, 'sl': 28459.75, 'percentage_sl': 0, 'dollar_sl': 0, 'trail': 0, 'trail_stop': 0, 'trail_trigger': 0, 'trail_freq': 0, 'update_tp': False, 'update_sl': False, 'breakeven': 0, 'breakeven_offset': 0, 'token': 'YOUR_PICKMYTRADE_TOKEN_HERE', 'pyramid': False, 'same_direction_ignore': True, 'reverse_order_close': True, 'order_type': 'MKT', 'account_id': 'YOUR_ACCOUNT_ID_7', 'comment': '', 'full_closed': True, 'main_token_type': 'DEMO', 'duplicate_position_allow': True, 'gtd_in_second': 0, 'reverse_action': False, 'created_first': '', 'tif': 'GTC'}",602656773277,602656773278,602656773279,Order Placed,,67
20565521,MNQ1!,MNQU6,BUY,2026-08-03T08:21:15-0500,2026-08-03,2026-08-03 13:21:15.835747,28472.35,MKT,"{'strategy_name': '', 'symbol': 'MNQ1!', 'date': '2026-08-03T08:21:15-0500', 'data': 'BUY', 'quantity': 13, 'risk_percentage': 0.0, 'price': '28472.35', 'stp_limit_stp_price': 0, 'tp': 28484.95, 'percentage_tp': 0, 'dollar_tp': 0, 'sl': 28459.75, 'percentage_sl': 0, 'dollar_sl': 0, 'trail': 0, 'trail_stop': 0, 'trail_trigger': 0, 'trail_freq': 0, 'update_tp': False, 'update_sl': False, 'breakeven': 0, 'breakeven_offset': 0, 'token': 'YOUR_PICKMYTRADE_TOKEN_HERE', 'pyramid': False, 'same_direction_ignore': True, 'reverse_order_close': True, 'order_type': 'MKT', 'account_id': 'YOUR_ACCOUNT_ID_6', 'comment': '', 'full_closed': True, 'main_token_type': 'DEMO', 'duplicate_position_allow': True, 'gtd_in_second': 0, 'reverse_action': False, 'created_first': '', 'tif': 'GTC'}",597725403323,597725403324,597725403325,Order Placed,,67
20565519,MNQ1!,MNQU6,BUY,2026-08-03T08:21:15-0500,2026-08-03,2026-08-03 13:21:15.890473,28472.35,MKT,"{'strategy_name': '', 'symbol': 'MNQ1!', 'date': '2026-08-03T08:21:15-0500', 'data': 'BUY', 'quantity': 13, 'risk_percentage': 0.0, 'price': '28472.35', 'stp_limit_stp_price': 0, 'tp': 28484.95, 'percentage_tp': 0, 'dollar_tp': 0, 'sl': 28459.75, 'percentage_sl': 0, 'dollar_sl': 0, 'trail': 0, 'trail_stop': 0, 'trail_trigger': 0, 'trail_freq': 0, 'update_tp': False, 'update_sl': False, 'breakeven': 0, 'breakeven_offset': 0, 'token': 'YOUR_PICKMYTRADE_TOKEN_HERE', 'pyramid': False, 'same_direction_ignore': True, 'reverse_order_close': True, 'order_type': 'MKT', 'account_id': 'YOUR_ACCOUNT_ID_9', 'comment': '', 'full_closed': True, 'main_token_type': 'DEMO', 'duplicate_position_allow': True, 'gtd_in_second': 0, 'reverse_action': False, 'created_first': '', 'tif': 'GTC'}",602656732842,602656732843,602656732844,Order Placed,,67
